timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;510.98;510.98;NORMAL;N
2000;511.30;511.30;NORMAL;N
4000;510.90;510.90;NORMAL;N
6000;511.88;511.87;NORMAL;N
8000;511.82;511.80;NORMAL;N
10000;510.99;510.97;NORMAL;N
12000;511.66;511.64;NORMAL;N
14000;512.32;512.30;NORMAL;N
16000;513.12;513.10;NORMAL;N
18000;511.64;511.61;NORMAL;N
20000;511.22;511.18;NORMAL;N
22000;511.80;511.76;NORMAL;N
24000;512.31;512.27;NORMAL;N
26000;512.80;512.76;NORMAL;N
28000;512.29;512.24;NORMAL;N
30000;513.76;513.72;NORMAL;N
32000;511.29;511.24;NORMAL;N
34000;512.17;512.12;NORMAL;N
36000;511.75;511.69;NORMAL;N
38000;512.02;511.96;NORMAL;N
40000;511.54;511.48;NORMAL;N
42000;511.48;511.41;NORMAL;N
44000;512.91;512.84;NORMAL;N
46000;511.72;511.65;NORMAL;N
48000;511.81;511.74;NORMAL;N
50000;511.78;511.71;NORMAL;N
52000;512.31;512.23;NORMAL;N
54000;512.72;512.63;NORMAL;N
56000;512.09;512.01;NORMAL;N
58000;511.36;511.27;NORMAL;N
60000;512.90;512.80;NORMAL;N
62000;513.76;513.67;NORMAL;N
64000;512.27;512.17;NORMAL;N
66000;513.18;513.08;NORMAL;N
68000;511.38;511.27;NORMAL;N
70000;511.40;511.29;NORMAL;N
72000;511.72;511.61;NORMAL;N
74000;511.60;511.48;NORMAL;N
76000;511.22;511.10;NORMAL;N
78000;512.11;511.99;NORMAL;N
80000;512.21;512.08;NORMAL;N
82000;512.16;512.04;NORMAL;N
84000;512.65;512.52;NORMAL;N
86000;512.94;512.80;NORMAL;N
88000;512.17;512.03;NORMAL;N
90000;512.60;512.46;NORMAL;N
92000;510.49;510.35;NORMAL;N
94000;512.59;512.44;NORMAL;N
96000;511.53;511.38;NORMAL;N
98000;511.14;510.98;NORMAL;N
100000;512.09;511.94;NORMAL;N
102000;510.56;510.40;NORMAL;N
104000;512.01;511.85;NORMAL;N
106000;512.83;512.66;NORMAL;N
108000;512.23;512.06;NORMAL;N
110000;511.49;511.32;NORMAL;N
112000;513.55;513.38;NORMAL;N
114000;512.81;512.63;NORMAL;N
116000;512.66;512.48;NORMAL;N
118000;512.27;512.08;NORMAL;N
120000;512.67;512.48;NORMAL;N
122000;511.82;511.63;NORMAL;N
124000;511.67;511.48;NORMAL;N
126000;513.03;512.84;NORMAL;N
128000;511.37;511.17;NORMAL;N
130000;511.54;511.34;NORMAL;N
132000;510.13;509.92;NORMAL;N
134000;511.06;510.85;NORMAL;N
136000;511.87;511.66;NORMAL;N
138000;514.37;514.16;NORMAL;N
140000;512.34;512.12;NORMAL;N
142000;512.07;511.85;NORMAL;N
144000;512.07;511.85;NORMAL;N
146000;512.50;512.27;NORMAL;N
148000;513.48;513.24;NORMAL;N
150000;511.95;511.72;NORMAL;N
152000;511.81;511.57;NORMAL;N
154000;512.73;512.49;NORMAL;N
156000;511.16;510.91;NORMAL;N
158000;512.57;512.32;NORMAL;N
160000;511.82;511.57;NORMAL;N
162000;512.77;512.52;NORMAL;N
164000;512.92;512.66;NORMAL;N
166000;512.22;511.96;NORMAL;N
168000;511.79;511.53;NORMAL;N
170000;512.81;512.54;NORMAL;N
172000;513.53;513.27;NORMAL;N
174000;512.41;512.14;NORMAL;N
176000;511.45;511.17;NORMAL;N
178000;511.31;511.03;NORMAL;N
180000;512.81;512.53;NORMAL;N
182000;512.92;512.64;NORMAL;N
184000;511.83;511.55;NORMAL;N
186000;512.63;512.34;NORMAL;N
188000;512.39;512.10;NORMAL;N
190000;511.94;511.65;NORMAL;N
192000;512.21;511.91;NORMAL;N
194000;512.09;511.79;NORMAL;N
196000;513.03;512.73;NORMAL;N
198000;512.08;511.78;NORMAL;N
200000;511.60;511.29;NORMAL;N
202000;512.92;512.61;NORMAL;N
204000;512.37;512.05;NORMAL;N
206000;513.15;512.83;NORMAL;N
208000;512.96;512.63;NORMAL;N
210000;512.78;512.46;NORMAL;N
212000;512.36;512.04;NORMAL;N
214000;511.50;511.17;NORMAL;N
216000;511.80;511.47;NORMAL;N
218000;512.22;511.89;NORMAL;N
220000;513.23;512.89;NORMAL;N
222000;511.88;511.53;NORMAL;N
224000;510.91;510.56;NORMAL;N
226000;512.63;512.28;NORMAL;N
228000;511.58;511.23;NORMAL;N
230000;512.99;512.63;NORMAL;N
232000;512.46;512.10;NORMAL;N
234000;512.49;512.13;NORMAL;N
236000;513.33;512.97;NORMAL;N
238000;511.94;511.58;NORMAL;N
240000;512.70;512.33;NORMAL;N
