timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;510.66;510.66;TACHYCARDIA;TACHY
2000;511.54;511.53;TACHYCARDIA;TACHY
4000;513.09;513.08;TACHYCARDIA;TACHY
6000;511.60;511.59;TACHYCARDIA;TACHY
8000;511.37;511.36;TACHYCARDIA;TACHY
10000;511.33;511.31;TACHYCARDIA;TACHY
12000;511.65;511.63;TACHYCARDIA;TACHY
14000;510.76;510.74;TACHYCARDIA;TACHY
16000;511.50;511.48;TACHYCARDIA;TACHY
18000;510.04;510.01;TACHYCARDIA;TACHY
20000;511.87;511.84;TACHYCARDIA;TACHY
22000;512.91;512.87;TACHYCARDIA;TACHY
24000;511.93;511.89;TACHYCARDIA;TACHY
26000;511.56;511.52;TACHYCARDIA;TACHY
28000;511.65;511.60;TACHYCARDIA;TACHY
30000;513.29;513.24;TACHYCARDIA;TACHY
32000;511.68;511.63;TACHYCARDIA;TACHY
34000;511.03;510.98;TACHYCARDIA;TACHY
36000;512.32;512.27;TACHYCARDIA;TACHY
38000;512.04;511.98;TACHYCARDIA;TACHY
40000;511.65;511.58;TACHYCARDIA;TACHY
42000;512.10;512.04;TACHYCARDIA;TACHY
44000;513.29;513.22;TACHYCARDIA;TACHY
46000;512.65;512.57;TACHYCARDIA;TACHY
48000;510.52;510.44;TACHYCARDIA;TACHY
50000;511.22;511.14;TACHYCARDIA;TACHY
52000;513.22;513.13;TACHYCARDIA;TACHY
54000;510.81;510.72;TACHYCARDIA;TACHY
56000;512.37;512.28;TACHYCARDIA;TACHY
58000;513.24;513.15;TACHYCARDIA;TACHY
60000;511.94;511.85;TACHYCARDIA;TACHY
62000;512.97;512.88;TACHYCARDIA;TACHY
64000;512.33;512.23;TACHYCARDIA;TACHY
66000;511.38;511.27;TACHYCARDIA;TACHY
68000;512.34;512.23;TACHYCARDIA;TACHY
70000;511.68;511.57;TACHYCARDIA;TACHY
72000;512.98;512.87;TACHYCARDIA;TACHY
74000;510.82;510.70;TACHYCARDIA;TACHY
76000;511.13;511.01;TACHYCARDIA;TACHY
78000;512.44;512.32;TACHYCARDIA;TACHY
80000;512.36;512.24;TACHYCARDIA;TACHY
82000;512.48;512.35;TACHYCARDIA;TACHY
84000;512.63;512.50;TACHYCARDIA;TACHY
86000;511.88;511.75;TACHYCARDIA;TACHY
88000;511.58;511.44;TACHYCARDIA;TACHY
90000;513.01;512.87;TACHYCARDIA;TACHY
