timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;512.89;512.89;PVC;PVC
2000;513.86;513.85;PVC;PVC
4000;509.16;509.15;PVC;PVC
6000;511.92;511.90;PVC;PVC
8000;510.94;510.92;PVC;PVC
10000;512.75;512.73;PVC;PVC
12000;512.00;511.97;PVC;PVC
14000;511.12;511.09;PVC;PVC
16000;511.64;511.60;PVC;PVC
18000;511.17;511.12;PVC;PVC
20000;513.00;512.95;PVC;PVC
22000;512.94;512.88;PVC;PVC
24000;510.79;510.73;PVC;PVC
26000;512.83;512.77;PVC;PVC
28000;513.34;513.28;PVC;PVC
30000;512.27;512.19;PVC;PVC
32000;512.36;512.29;PVC;PVC
34000;512.55;512.47;PVC;PVC
36000;511.39;511.31;PVC;PVC
38000;513.82;513.73;PVC;PVC
40000;513.40;513.30;PVC;PVC
42000;511.51;511.41;PVC;PVC
44000;510.50;510.40;PVC;PVC
46000;515.64;515.53;PVC;PVC
48000;511.14;511.02;PVC;PVC
50000;513.00;512.88;PVC;PVC
52000;513.61;513.48;PVC;PVC
54000;511.65;511.52;PVC;PVC
56000;509.52;509.39;PVC;PVC
58000;512.71;512.58;PVC;PVC
60000;513.23;513.09;PVC;PVC
62000;511.94;511.79;PVC;PVC
64000;510.71;510.56;PVC;PVC
66000;512.93;512.78;PVC;PVC
68000;512.48;512.32;PVC;PVC
70000;513.54;513.37;PVC;PVC
72000;512.43;512.26;PVC;PVC
74000;510.41;510.24;PVC;PVC
76000;511.19;511.02;PVC;PVC
78000;512.93;512.75;PVC;PVC
80000;512.72;512.53;PVC;PVC
82000;513.61;513.42;PVC;PVC
84000;514.95;514.76;PVC;PVC
86000;513.07;512.87;PVC;PVC
88000;511.26;511.06;PVC;PVC
90000;511.73;511.52;PVC;PVC
92000;513.07;512.85;PVC;PVC
94000;509.94;509.72;PVC;PVC
96000;514.78;514.55;PVC;PVC
98000;514.26;514.03;PVC;PVC
100000;512.82;512.59;PVC;PVC
102000;511.31;511.07;PVC;PVC
104000;513.18;512.94;PVC;PVC
106000;513.30;513.05;PVC;PVC
108000;513.17;512.92;PVC;PVC
110000;514.18;513.92;PVC;PVC
112000;511.54;511.28;PVC;PVC
114000;514.05;513.78;PVC;PVC
116000;513.14;512.87;PVC;PVC
118000;511.21;510.93;PVC;PVC
120000;512.87;512.59;PVC;PVC
122000;513.49;513.20;PVC;PVC
124000;513.64;513.35;PVC;PVC
126000;509.55;509.25;PVC;PVC
128000;512.40;512.10;PVC;PVC
130000;513.15;512.85;PVC;PVC
132000;513.48;513.18;PVC;PVC
134000;513.72;513.41;PVC;PVC
136000;512.47;512.15;PVC;PVC
138000;509.65;509.32;PVC;PVC
140000;513.05;512.73;PVC;PVC
142000;513.29;512.96;PVC;PVC
144000;512.63;512.30;PVC;PVC
146000;511.94;511.60;PVC;PVC
148000;510.39;510.05;PVC;PVC
150000;511.73;511.38;PVC;PVC
152000;512.54;512.19;PVC;PVC
154000;513.19;512.83;PVC;PVC
156000;511.28;510.92;PVC;PVC
158000;514.66;514.29;PVC;PVC
160000;510.71;510.34;PVC;PVC
162000;514.06;513.68;PVC;PVC
164000;513.68;513.30;PVC;PVC
166000;514.30;513.91;PVC;PVC
168000;511.58;511.18;PVC;PVC
170000;512.22;511.83;PVC;PVC
172000;510.90;510.50;PVC;PVC
174000;514.39;513.98;PVC;PVC
176000;513.64;513.23;PVC;PVC
178000;511.52;511.10;PVC;PVC
180000;510.20;509.78;PVC;PVC
182000;513.90;513.48;PVC;PVC
184000;511.13;510.71;PVC;PVC
186000;513.38;512.94;PVC;PVC
188000;514.38;513.94;PVC;PVC
190000;513.52;513.08;PVC;PVC
192000;513.94;513.49;PVC;PVC
194000;513.66;513.21;PVC;PVC
196000;513.39;512.94;PVC;PVC
198000;513.20;512.74;PVC;PVC
200000;511.49;511.02;PVC;PVC
202000;510.31;509.84;PVC;PVC
204000;512.81;512.34;PVC;PVC
206000;514.07;513.60;PVC;PVC
208000;515.55;515.07;PVC;PVC
210000;512.77;512.28;PVC;PVC
212000;514.06;513.57;PVC;PVC
214000;513.14;512.64;PVC;PVC
216000;515.22;514.72;PVC;PVC
218000;514.68;514.17;PVC;PVC
220000;512.83;512.32;PVC;PVC
222000;513.47;512.96;PVC;PVC
224000;513.59;513.07;PVC;PVC
226000;513.78;513.26;PVC;PVC
228000;511.34;510.81;PVC;PVC
230000;511.87;511.34;PVC;PVC
232000;513.63;513.10;PVC;PVC
234000;509.31;508.77;PVC;PVC
236000;512.68;512.14;PVC;PVC
238000;511.70;511.16;PVC;PVC
240000;512.86;512.31;PVC;PVC
242000;512.07;511.52;PVC;PVC
244000;512.98;512.42;PVC;PVC
246000;512.93;512.37;PVC;PVC
248000;512.58;512.01;PVC;PVC
250000;513.83;513.26;PVC;PVC
252000;510.67;510.09;PVC;PVC
254000;511.66;511.08;PVC;PVC
256000;513.10;512.51;PVC;PVC
258000;512.48;511.89;PVC;PVC
260000;513.45;512.86;PVC;PVC
262000;512.48;511.88;PVC;PVC
264000;515.21;514.61;PVC;PVC
266000;511.70;511.09;PVC;PVC
268000;511.71;511.10;PVC;PVC
270000;514.15;513.53;PVC;PVC
272000;512.08;511.45;PVC;PVC
274000;512.39;511.77;PVC;PVC
276000;512.94;512.31;PVC;PVC
278000;512.40;511.77;PVC;PVC
280000;513.11;512.47;PVC;PVC
282000;514.34;513.70;PVC;PVC
284000;513.22;512.58;PVC;PVC
286000;512.51;511.86;PVC;PVC
288000;512.48;511.82;PVC;PVC
290000;512.80;512.14;PVC;PVC
292000;512.43;511.76;PVC;PVC
294000;514.12;513.45;PVC;PVC
296000;512.92;512.25;PVC;PVC
298000;513.85;513.17;PVC;PVC
300000;515.00;514.32;PVC;PVC
302000;514.20;513.51;PVC;PVC
304000;513.55;512.86;PVC;PVC
306000;514.02;513.33;PVC;PVC
308000;512.72;512.03;PVC;PVC
310000;512.29;511.59;PVC;PVC
312000;513.03;512.32;PVC;PVC
314000;514.39;513.68;PVC;PVC
316000;512.82;512.10;PVC;PVC
318000;513.50;512.78;PVC;PVC
320000;511.56;510.84;PVC;PVC
322000;511.61;510.88;PVC;PVC
324000;513.10;512.37;PVC;PVC
326000;513.77;513.04;PVC;PVC
328000;511.49;510.75;PVC;PVC
330000;513.35;512.61;PVC;PVC
332000;512.86;512.11;PVC;PVC
334000;511.73;510.98;PVC;PVC
336000;512.02;511.26;PVC;PVC
338000;513.94;513.18;PVC;PVC
340000;512.45;511.69;PVC;PVC
342000;514.92;514.15;PVC;PVC
344000;513.97;513.20;PVC;PVC
346000;513.59;512.81;PVC;PVC
348000;514.19;513.41;PVC;PVC
350000;513.98;513.20;PVC;PVC
352000;514.84;514.05;PVC;PVC
354000;515.26;514.46;PVC;PVC
356000;513.89;513.09;PVC;PVC
358000;512.02;511.22;PVC;PVC
360000;511.78;510.97;PVC;PVC
362000;512.98;512.17;PVC;PVC
364000;513.56;512.75;PVC;PVC
366000;513.36;512.54;PVC;PVC
368000;512.03;511.21;PVC;PVC
370000;512.97;512.15;PVC;PVC
372000;512.88;512.06;PVC;PVC
374000;509.67;508.84;PVC;PVC
376000;512.57;511.74;PVC;PVC
378000;511.21;510.37;PVC;PVC
380000;511.98;511.14;PVC;PVC
382000;511.04;510.19;PVC;PVC
384000;513.52;512.67;PVC;PVC
386000;512.17;511.32;PVC;PVC
388000;513.24;512.39;PVC;PVC
390000;514.71;513.85;PVC;PVC
392000;512.56;511.69;PVC;PVC
394000;511.32;510.45;PVC;PVC
396000;511.57;510.69;PVC;PVC
398000;513.76;512.89;PVC;PVC
400000;515.02;514.13;PVC;PVC
402000;511.69;510.80;PVC;PVC
404000;512.44;511.56;PVC;PVC
406000;510.70;509.81;PVC;PVC
408000;515.06;514.16;PVC;PVC
410000;512.95;512.05;PVC;PVC
412000;512.35;511.45;PVC;PVC
414000;512.64;511.74;PVC;PVC
416000;511.99;511.08;PVC;PVC
418000;512.90;511.99;PVC;PVC
420000;512.97;512.05;PVC;PVC
422000;512.14;511.21;PVC;PVC
424000;514.27;513.35;PVC;PVC
426000;512.20;511.27;PVC;PVC
428000;512.74;511.81;PVC;PVC
430000;513.18;512.24;PVC;PVC
432000;513.35;512.41;PVC;PVC
434000;512.32;511.37;PVC;PVC
436000;512.57;511.62;PVC;PVC
438000;512.04;511.09;PVC;PVC
440000;512.60;511.65;PVC;PVC
442000;512.63;511.67;PVC;PVC
444000;512.55;511.58;PVC;PVC
446000;512.44;511.47;PVC;PVC
448000;513.60;512.63;PVC;PVC
450000;512.49;511.51;PVC;PVC
452000;511.76;510.78;PVC;PVC
454000;515.16;514.18;PVC;PVC
456000;509.35;508.36;PVC;PVC
458000;512.56;511.58;PVC;PVC
460000;510.54;509.55;PVC;PVC
462000;512.62;511.63;PVC;PVC
464000;512.01;511.01;PVC;PVC
466000;513.79;512.79;PVC;PVC
468000;513.78;512.77;PVC;PVC
470000;513.74;512.73;PVC;PVC
472000;512.49;511.48;PVC;PVC
474000;512.07;511.05;PVC;PVC
476000;510.86;509.84;PVC;PVC
478000;514.55;513.52;PVC;PVC
480000;512.91;511.88;PVC;PVC
482000;512.57;511.54;PVC;PVC
484000;514.40;513.36;PVC;PVC
486000;513.78;512.74;PVC;PVC
488000;513.79;512.75;PVC;PVC
490000;513.22;512.18;PVC;PVC
492000;512.40;511.36;PVC;PVC
494000;514.83;513.78;PVC;PVC
496000;512.75;511.69;PVC;PVC
498000;512.83;511.77;PVC;PVC
500000;514.41;513.35;PVC;PVC
502000;511.96;510.89;PVC;PVC
504000;512.53;511.46;PVC;PVC
506000;511.59;510.52;PVC;PVC
508000;515.22;514.15;PVC;PVC
510000;513.93;512.85;PVC;PVC
512000;513.55;512.47;PVC;PVC
514000;510.98;509.90;PVC;PVC
516000;515.01;513.92;PVC;PVC
518000;512.37;511.28;PVC;PVC
520000;513.51;512.41;PVC;PVC
522000;512.52;511.43;PVC;PVC
524000;512.06;510.96;PVC;PVC
526000;512.28;511.17;PVC;PVC
528000;512.85;511.74;PVC;PVC
530000;514.78;513.67;PVC;PVC
532000;512.31;511.19;PVC;PVC
534000;513.14;512.03;PVC;PVC
536000;509.35;508.23;PVC;PVC
538000;511.00;509.87;PVC;PVC
540000;512.52;511.39;PVC;PVC
542000;513.49;512.36;PVC;PVC
544000;514.00;512.87;PVC;PVC
546000;514.53;513.39;PVC;PVC
548000;514.21;513.07;PVC;PVC
550000;513.79;512.65;PVC;PVC
552000;513.19;512.04;PVC;PVC
554000;512.76;511.62;PVC;PVC
556000;513.77;512.62;PVC;PVC
558000;512.47;511.32;PVC;PVC
560000;511.62;510.46;PVC;PVC
562000;512.96;511.80;PVC;PVC
564000;513.85;512.69;PVC;PVC
566000;513.76;512.60;PVC;PVC
568000;513.52;512.35;PVC;PVC
570000;513.57;512.40;PVC;PVC
572000;514.16;512.99;PVC;PVC
