timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;512.81;512.81;PAC;PAC
2000;512.07;512.07;PAC;PAC
4000;512.16;512.15;PAC;PAC
6000;510.11;510.09;PAC;PAC
8000;512.06;512.04;PAC;PAC
10000;512.37;512.35;PAC;PAC
12000;512.43;512.41;PAC;PAC
14000;510.36;510.32;PAC;PAC
16000;514.04;514.00;PAC;PAC
18000;513.32;513.28;PAC;PAC
20000;512.92;512.87;PAC;PAC
22000;512.08;512.03;PAC;PAC
24000;511.66;511.60;PAC;PAC
26000;510.57;510.51;PAC;PAC
28000;510.36;510.29;PAC;PAC
30000;510.74;510.66;PAC;PAC
32000;511.89;511.82;PAC;PAC
34000;511.18;511.10;PAC;PAC
36000;511.34;511.25;PAC;PAC
38000;511.81;511.72;PAC;PAC
40000;512.31;512.21;PAC;PAC
42000;512.30;512.20;PAC;PAC
44000;513.78;513.67;PAC;PAC
46000;510.67;510.56;PAC;PAC
48000;511.39;511.28;PAC;PAC
50000;513.59;513.47;PAC;PAC
52000;513.14;513.02;PAC;PAC
54000;511.49;511.37;PAC;PAC
56000;513.28;513.15;PAC;PAC
58000;512.92;512.79;PAC;PAC
60000;511.97;511.83;PAC;PAC
62000;514.00;513.85;PAC;PAC
64000;511.00;510.85;PAC;PAC
66000;511.60;511.44;PAC;PAC
68000;513.60;513.44;PAC;PAC
70000;512.73;512.56;PAC;PAC
72000;512.09;511.92;PAC;PAC
74000;512.94;512.76;PAC;PAC
76000;513.18;513.00;PAC;PAC
78000;513.34;513.16;PAC;PAC
80000;514.72;514.53;PAC;PAC
82000;514.02;513.83;PAC;PAC
84000;512.26;512.06;PAC;PAC
86000;510.90;510.70;PAC;PAC
88000;513.81;513.60;PAC;PAC
90000;515.79;515.58;PAC;PAC
92000;513.33;513.12;PAC;PAC
94000;512.10;511.88;PAC;PAC
96000;513.86;513.64;PAC;PAC
98000;513.82;513.59;PAC;PAC
100000;512.25;512.02;PAC;PAC
102000;511.25;511.01;PAC;PAC
104000;510.42;510.17;PAC;PAC
106000;513.25;513.00;PAC;PAC
108000;511.57;511.32;PAC;PAC
110000;511.64;511.38;PAC;PAC
112000;512.58;512.32;PAC;PAC
114000;513.81;513.55;PAC;PAC
116000;511.18;510.90;PAC;PAC
118000;510.32;510.04;PAC;PAC
120000;510.84;510.56;PAC;PAC
122000;513.02;512.74;PAC;PAC
124000;513.06;512.77;PAC;PAC
126000;512.09;511.79;PAC;PAC
128000;513.11;512.81;PAC;PAC
130000;512.93;512.62;PAC;PAC
132000;513.00;512.70;PAC;PAC
134000;511.32;511.01;PAC;PAC
136000;510.90;510.58;PAC;PAC
138000;513.24;512.92;PAC;PAC
