timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;511.55;511.55;AFIB;AFIB
2000;507.37;507.36;AFIB;AFIB
4000;511.98;511.97;AFIB;AFIB
6000;510.29;510.27;AFIB;AFIB
8000;516.14;516.11;AFIB;AFIB
10000;510.50;510.46;AFIB;AFIB
12000;512.61;512.56;AFIB;AFIB
14000;509.11;509.05;AFIB;AFIB
16000;515.23;515.17;AFIB;AFIB
18000;510.42;510.35;AFIB;AFIB
20000;511.34;511.26;AFIB;AFIB
22000;509.70;509.61;AFIB;AFIB
24000;508.41;508.32;AFIB;AFIB
26000;511.85;511.74;AFIB;AFIB
28000;510.34;510.23;AFIB;AFIB
30000;513.37;513.26;AFIB;AFIB
32000;509.22;509.10;AFIB;AFIB
34000;515.64;515.51;AFIB;AFIB
36000;511.18;511.04;AFIB;AFIB
38000;513.42;513.28;AFIB;AFIB
40000;513.05;512.89;AFIB;AFIB
42000;510.85;510.69;AFIB;AFIB
44000;510.46;510.29;AFIB;AFIB
46000;514.68;514.50;AFIB;AFIB
48000;515.66;515.47;AFIB;AFIB
50000;513.06;512.86;AFIB;AFIB
52000;513.52;513.32;AFIB;AFIB
54000;509.40;509.19;AFIB;AFIB
56000;511.74;511.53;AFIB;AFIB
58000;514.44;514.21;AFIB;AFIB
60000;507.61;507.37;AFIB;AFIB
62000;510.47;510.23;AFIB;AFIB
64000;510.00;509.75;AFIB;AFIB
66000;510.73;510.47;AFIB;AFIB
68000;511.92;511.65;AFIB;AFIB
70000;512.65;512.37;AFIB;AFIB
72000;513.23;512.95;AFIB;AFIB
74000;512.13;511.84;AFIB;AFIB
76000;515.76;515.46;AFIB;AFIB
78000;513.07;512.76;AFIB;AFIB
80000;515.03;514.72;AFIB;AFIB
82000;509.27;508.95;AFIB;AFIB
84000;516.73;516.40;AFIB;AFIB
86000;513.98;513.64;AFIB;AFIB
88000;514.24;513.90;AFIB;AFIB
90000;510.79;510.44;AFIB;AFIB
92000;512.27;511.91;AFIB;AFIB
94000;515.80;515.43;AFIB;AFIB
96000;507.24;506.87;AFIB;AFIB
98000;507.18;506.80;AFIB;AFIB
100000;507.65;507.26;AFIB;AFIB
102000;514.18;513.78;AFIB;AFIB
104000;508.97;508.57;AFIB;AFIB
106000;512.79;512.38;AFIB;AFIB
108000;513.23;512.81;AFIB;AFIB
110000;512.26;511.83;AFIB;AFIB
112000;512.70;512.26;AFIB;AFIB
114000;511.17;510.72;AFIB;AFIB
116000;510.77;510.32;AFIB;AFIB
118000;513.18;512.72;AFIB;AFIB
