timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;513.62;513.62;BRADYCARDIA;BRADY
2000;512.90;512.90;BRADYCARDIA;BRADY
4000;514.22;514.21;BRADYCARDIA;BRADY
6000;513.65;513.64;BRADYCARDIA;BRADY
8000;513.41;513.39;BRADYCARDIA;BRADY
10000;513.11;513.10;BRADYCARDIA;BRADY
12000;513.29;513.27;BRADYCARDIA;BRADY
14000;511.48;511.46;BRADYCARDIA;BRADY
16000;511.99;511.96;BRADYCARDIA;BRADY
18000;511.78;511.76;BRADYCARDIA;BRADY
20000;512.72;512.69;BRADYCARDIA;BRADY
22000;511.91;511.88;BRADYCARDIA;BRADY
24000;511.83;511.79;BRADYCARDIA;BRADY
26000;513.32;513.28;BRADYCARDIA;BRADY
28000;511.61;511.56;BRADYCARDIA;BRADY
30000;511.57;511.52;BRADYCARDIA;BRADY
32000;512.40;512.35;BRADYCARDIA;BRADY
34000;511.26;511.20;BRADYCARDIA;BRADY
36000;513.33;513.27;BRADYCARDIA;BRADY
38000;511.06;511.01;BRADYCARDIA;BRADY
40000;511.43;511.36;BRADYCARDIA;BRADY
42000;511.23;511.17;BRADYCARDIA;BRADY
44000;511.04;510.97;BRADYCARDIA;BRADY
46000;510.98;510.91;BRADYCARDIA;BRADY
48000;512.79;512.71;BRADYCARDIA;BRADY
50000;510.50;510.42;BRADYCARDIA;BRADY
52000;511.44;511.36;BRADYCARDIA;BRADY
54000;511.81;511.72;BRADYCARDIA;BRADY
56000;512.22;512.13;BRADYCARDIA;BRADY
58000;511.03;510.94;BRADYCARDIA;BRADY
60000;511.89;511.80;BRADYCARDIA;BRADY
62000;512.17;512.07;BRADYCARDIA;BRADY
64000;511.09;510.99;BRADYCARDIA;BRADY
66000;511.25;511.14;BRADYCARDIA;BRADY
68000;512.66;512.55;BRADYCARDIA;BRADY
70000;512.33;512.22;BRADYCARDIA;BRADY
72000;513.04;512.93;BRADYCARDIA;BRADY
74000;512.11;511.99;BRADYCARDIA;BRADY
76000;511.27;511.15;BRADYCARDIA;BRADY
78000;511.17;511.05;BRADYCARDIA;BRADY
80000;511.76;511.64;BRADYCARDIA;BRADY
82000;511.82;511.69;BRADYCARDIA;BRADY
84000;511.78;511.65;BRADYCARDIA;BRADY
86000;513.62;513.49;BRADYCARDIA;BRADY
88000;513.26;513.12;BRADYCARDIA;BRADY
90000;512.74;512.60;BRADYCARDIA;BRADY
92000;511.59;511.44;BRADYCARDIA;BRADY
94000;513.58;513.43;BRADYCARDIA;BRADY
96000;511.34;511.19;BRADYCARDIA;BRADY
98000;512.09;511.93;BRADYCARDIA;BRADY
100000;512.35;512.20;BRADYCARDIA;BRADY
102000;511.10;510.94;BRADYCARDIA;BRADY
104000;512.27;512.11;BRADYCARDIA;BRADY
106000;513.13;512.96;BRADYCARDIA;BRADY
108000;513.08;512.91;BRADYCARDIA;BRADY
110000;512.16;511.99;BRADYCARDIA;BRADY
112000;511.89;511.72;BRADYCARDIA;BRADY
114000;512.56;512.38;BRADYCARDIA;BRADY
116000;512.58;512.40;BRADYCARDIA;BRADY
118000;511.14;510.96;BRADYCARDIA;BRADY
120000;512.69;512.50;BRADYCARDIA;BRADY
122000;511.41;511.22;BRADYCARDIA;BRADY
124000;511.11;510.91;BRADYCARDIA;BRADY
126000;512.02;511.83;BRADYCARDIA;BRADY
128000;511.99;511.79;BRADYCARDIA;BRADY
130000;513.33;513.13;BRADYCARDIA;BRADY
132000;511.92;511.72;BRADYCARDIA;BRADY
134000;513.25;513.04;BRADYCARDIA;BRADY
136000;511.29;511.08;BRADYCARDIA;BRADY
138000;512.19;511.97;BRADYCARDIA;BRADY
140000;513.19;512.98;BRADYCARDIA;BRADY
142000;511.71;511.49;BRADYCARDIA;BRADY
144000;511.90;511.67;BRADYCARDIA;BRADY
146000;511.65;511.42;BRADYCARDIA;BRADY
148000;512.40;512.17;BRADYCARDIA;BRADY
150000;512.21;511.97;BRADYCARDIA;BRADY
152000;513.02;512.79;BRADYCARDIA;BRADY
154000;511.90;511.66;BRADYCARDIA;BRADY
156000;512.05;511.81;BRADYCARDIA;BRADY
158000;513.75;513.51;BRADYCARDIA;BRADY
160000;511.37;511.12;BRADYCARDIA;BRADY
162000;512.84;512.59;BRADYCARDIA;BRADY
164000;510.56;510.30;BRADYCARDIA;BRADY
166000;512.87;512.61;BRADYCARDIA;BRADY
168000;512.77;512.51;BRADYCARDIA;BRADY
170000;512.39;512.13;BRADYCARDIA;BRADY
172000;511.71;511.44;BRADYCARDIA;BRADY
174000;513.02;512.75;BRADYCARDIA;BRADY
176000;511.08;510.80;BRADYCARDIA;BRADY
178000;511.88;511.60;BRADYCARDIA;BRADY
180000;511.30;511.02;BRADYCARDIA;BRADY
182000;512.42;512.13;BRADYCARDIA;BRADY
184000;512.64;512.35;BRADYCARDIA;BRADY
186000;512.19;511.90;BRADYCARDIA;BRADY
188000;512.80;512.51;BRADYCARDIA;BRADY
190000;512.82;512.53;BRADYCARDIA;BRADY
192000;513.62;513.32;BRADYCARDIA;BRADY
194000;511.04;510.74;BRADYCARDIA;BRADY
196000;510.81;510.51;BRADYCARDIA;BRADY
198000;512.74;512.43;BRADYCARDIA;BRADY
200000;512.09;511.78;BRADYCARDIA;BRADY
202000;511.86;511.55;BRADYCARDIA;BRADY
204000;512.40;512.08;BRADYCARDIA;BRADY
206000;511.43;511.12;BRADYCARDIA;BRADY
208000;512.10;511.78;BRADYCARDIA;BRADY
210000;513.87;513.55;BRADYCARDIA;BRADY
212000;513.15;512.82;BRADYCARDIA;BRADY
214000;511.81;511.48;BRADYCARDIA;BRADY
216000;512.33;511.99;BRADYCARDIA;BRADY
218000;512.92;512.58;BRADYCARDIA;BRADY
220000;512.16;511.82;BRADYCARDIA;BRADY
222000;511.13;510.79;BRADYCARDIA;BRADY
224000;511.82;511.47;BRADYCARDIA;BRADY
226000;512.40;512.05;BRADYCARDIA;BRADY
228000;512.28;511.93;BRADYCARDIA;BRADY
230000;511.22;510.86;BRADYCARDIA;BRADY
232000;512.64;512.28;BRADYCARDIA;BRADY
234000;512.39;512.03;BRADYCARDIA;BRADY
236000;513.77;513.41;BRADYCARDIA;BRADY
238000;514.77;514.40;BRADYCARDIA;BRADY
240000;511.78;511.41;BRADYCARDIA;BRADY
242000;512.41;512.04;BRADYCARDIA;BRADY
244000;512.13;511.76;BRADYCARDIA;BRADY
246000;512.78;512.41;BRADYCARDIA;BRADY
248000;510.95;510.57;BRADYCARDIA;BRADY
250000;512.28;511.89;BRADYCARDIA;BRADY
252000;511.16;510.78;BRADYCARDIA;BRADY
254000;511.67;511.28;BRADYCARDIA;BRADY
256000;512.56;512.17;BRADYCARDIA;BRADY
258000;511.52;511.12;BRADYCARDIA;BRADY
260000;511.79;511.39;BRADYCARDIA;BRADY
262000;512.40;512.00;BRADYCARDIA;BRADY
264000;512.47;512.07;BRADYCARDIA;BRADY
266000;512.17;511.77;BRADYCARDIA;BRADY
268000;512.10;511.69;BRADYCARDIA;BRADY
270000;513.79;513.38;BRADYCARDIA;BRADY
272000;512.79;512.38;BRADYCARDIA;BRADY
274000;511.19;510.77;BRADYCARDIA;BRADY
276000;511.70;511.28;BRADYCARDIA;BRADY
278000;512.23;511.81;BRADYCARDIA;BRADY
280000;511.11;510.69;BRADYCARDIA;BRADY
282000;511.38;510.95;BRADYCARDIA;BRADY
284000;510.09;509.65;BRADYCARDIA;BRADY
286000;512.73;512.29;BRADYCARDIA;BRADY
288000;513.08;512.64;BRADYCARDIA;BRADY
290000;512.13;511.69;BRADYCARDIA;BRADY
292000;513.32;512.88;BRADYCARDIA;BRADY
294000;512.53;512.09;BRADYCARDIA;BRADY
296000;513.47;513.02;BRADYCARDIA;BRADY
298000;510.98;510.53;BRADYCARDIA;BRADY
300000;511.68;511.23;BRADYCARDIA;BRADY
302000;512.01;511.55;BRADYCARDIA;BRADY
304000;513.86;513.40;BRADYCARDIA;BRADY
306000;512.37;511.91;BRADYCARDIA;BRADY
308000;512.13;511.67;BRADYCARDIA;BRADY
310000;512.66;512.19;BRADYCARDIA;BRADY
312000;512.26;511.79;BRADYCARDIA;BRADY
314000;512.95;512.48;BRADYCARDIA;BRADY
316000;511.51;511.03;BRADYCARDIA;BRADY
318000;511.07;510.59;BRADYCARDIA;BRADY
320000;512.60;512.12;BRADYCARDIA;BRADY
322000;512.52;512.04;BRADYCARDIA;BRADY
324000;513.22;512.74;BRADYCARDIA;BRADY
326000;511.83;511.34;BRADYCARDIA;BRADY
328000;512.52;512.02;BRADYCARDIA;BRADY
330000;512.69;512.20;BRADYCARDIA;BRADY
332000;511.50;511.01;BRADYCARDIA;BRADY
334000;510.43;509.93;BRADYCARDIA;BRADY
336000;512.21;511.71;BRADYCARDIA;BRADY
338000;512.56;512.05;BRADYCARDIA;BRADY
340000;512.82;512.31;BRADYCARDIA;BRADY
342000;513.14;512.63;BRADYCARDIA;BRADY
344000;513.02;512.50;BRADYCARDIA;BRADY
346000;512.52;512.00;BRADYCARDIA;BRADY
348000;511.69;511.17;BRADYCARDIA;BRADY
350000;512.61;512.09;BRADYCARDIA;BRADY
352000;512.66;512.14;BRADYCARDIA;BRADY
354000;512.65;512.13;BRADYCARDIA;BRADY
356000;512.40;511.86;BRADYCARDIA;BRADY
358000;512.27;511.74;BRADYCARDIA;BRADY
