timestamp_us;raw_adc;filtered_val;rhythm;class_code
0;512.55;512.55;BRADYCARDIA;BRADY
2000;512.79;512.79;BRADYCARDIA;BRADY
4000;511.98;511.97;BRADYCARDIA;BRADY
6000;511.66;511.65;BRADYCARDIA;BRADY
8000;511.77;511.76;BRADYCARDIA;BRADY
10000;512.65;512.63;BRADYCARDIA;BRADY
12000;512.19;512.17;BRADYCARDIA;BRADY
14000;512.41;512.38;BRADYCARDIA;BRADY
16000;512.63;512.60;BRADYCARDIA;BRADY
18000;512.30;512.28;BRADYCARDIA;BRADY
20000;510.89;510.86;BRADYCARDIA;BRADY
22000;511.23;511.19;BRADYCARDIA;BRADY
24000;513.49;513.45;BRADYCARDIA;BRADY
26000;511.57;511.53;BRADYCARDIA;BRADY
28000;513.15;513.11;BRADYCARDIA;BRADY
30000;512.96;512.91;BRADYCARDIA;BRADY
32000;511.10;511.05;BRADYCARDIA;BRADY
34000;512.69;512.64;BRADYCARDIA;BRADY
36000;511.08;511.02;BRADYCARDIA;BRADY
38000;511.48;511.42;BRADYCARDIA;BRADY
40000;512.06;512.00;BRADYCARDIA;BRADY
42000;510.86;510.79;BRADYCARDIA;BRADY
44000;512.18;512.11;BRADYCARDIA;BRADY
46000;512.33;512.26;BRADYCARDIA;BRADY
48000;512.37;512.29;BRADYCARDIA;BRADY
50000;511.60;511.52;BRADYCARDIA;BRADY
52000;512.30;512.22;BRADYCARDIA;BRADY
54000;514.02;513.93;BRADYCARDIA;BRADY
56000;511.93;511.85;BRADYCARDIA;BRADY
58000;511.20;511.11;BRADYCARDIA;BRADY
60000;511.44;511.34;BRADYCARDIA;BRADY
62000;512.70;512.60;BRADYCARDIA;BRADY
64000;512.23;512.13;BRADYCARDIA;BRADY
66000;509.99;509.89;BRADYCARDIA;BRADY
68000;511.87;511.76;BRADYCARDIA;BRADY
70000;511.98;511.87;BRADYCARDIA;BRADY
72000;512.26;512.15;BRADYCARDIA;BRADY
74000;513.55;513.43;BRADYCARDIA;BRADY
76000;511.69;511.57;BRADYCARDIA;BRADY
78000;511.79;511.66;BRADYCARDIA;BRADY
80000;512.96;512.84;BRADYCARDIA;BRADY
82000;512.52;512.39;BRADYCARDIA;BRADY
84000;512.32;512.19;BRADYCARDIA;BRADY
86000;512.50;512.36;BRADYCARDIA;BRADY
88000;512.54;512.40;BRADYCARDIA;BRADY
90000;511.11;510.96;BRADYCARDIA;BRADY
92000;510.77;510.63;BRADYCARDIA;BRADY
94000;511.56;511.42;BRADYCARDIA;BRADY
96000;510.34;510.19;BRADYCARDIA;BRADY
98000;512.11;511.95;BRADYCARDIA;BRADY
100000;513.45;513.29;BRADYCARDIA;BRADY
102000;513.95;513.79;BRADYCARDIA;BRADY
104000;513.16;512.99;BRADYCARDIA;BRADY
106000;510.99;510.82;BRADYCARDIA;BRADY
108000;512.97;512.80;BRADYCARDIA;BRADY
110000;511.55;511.38;BRADYCARDIA;BRADY
112000;512.42;512.25;BRADYCARDIA;BRADY
114000;511.70;511.52;BRADYCARDIA;BRADY
116000;510.52;510.34;BRADYCARDIA;BRADY
118000;512.16;511.97;BRADYCARDIA;BRADY
120000;514.47;514.28;BRADYCARDIA;BRADY
122000;511.21;511.02;BRADYCARDIA;BRADY
124000;511.13;510.94;BRADYCARDIA;BRADY
126000;512.13;511.93;BRADYCARDIA;BRADY
128000;512.76;512.56;BRADYCARDIA;BRADY
130000;511.48;511.28;BRADYCARDIA;BRADY
132000;512.39;512.19;BRADYCARDIA;BRADY
134000;513.23;513.02;BRADYCARDIA;BRADY
136000;511.61;511.40;BRADYCARDIA;BRADY
138000;512.74;512.53;BRADYCARDIA;BRADY
140000;512.70;512.49;BRADYCARDIA;BRADY
142000;513.03;512.81;BRADYCARDIA;BRADY
144000;511.68;511.46;BRADYCARDIA;BRADY
146000;513.41;513.18;BRADYCARDIA;BRADY
148000;512.49;512.26;BRADYCARDIA;BRADY
150000;512.53;512.30;BRADYCARDIA;BRADY
152000;512.62;512.39;BRADYCARDIA;BRADY
154000;512.73;512.49;BRADYCARDIA;BRADY
156000;511.56;511.31;BRADYCARDIA;BRADY
158000;513.15;512.90;BRADYCARDIA;BRADY
160000;511.32;511.07;BRADYCARDIA;BRADY
162000;511.18;510.92;BRADYCARDIA;BRADY
164000;514.15;513.90;BRADYCARDIA;BRADY
166000;513.01;512.75;BRADYCARDIA;BRADY
168000;511.55;511.28;BRADYCARDIA;BRADY
170000;512.44;512.18;BRADYCARDIA;BRADY
172000;511.97;511.70;BRADYCARDIA;BRADY
174000;511.27;511.00;BRADYCARDIA;BRADY
176000;513.41;513.14;BRADYCARDIA;BRADY
178000;511.83;511.55;BRADYCARDIA;BRADY
180000;510.37;510.09;BRADYCARDIA;BRADY
182000;512.48;512.20;BRADYCARDIA;BRADY
184000;513.22;512.94;BRADYCARDIA;BRADY
186000;512.66;512.37;BRADYCARDIA;BRADY
188000;511.89;511.60;BRADYCARDIA;BRADY
190000;511.77;511.48;BRADYCARDIA;BRADY
192000;513.05;512.75;BRADYCARDIA;BRADY
194000;512.52;512.22;BRADYCARDIA;BRADY
196000;511.06;510.76;BRADYCARDIA;BRADY
198000;511.62;511.32;BRADYCARDIA;BRADY
200000;511.24;510.93;BRADYCARDIA;BRADY
202000;511.75;511.44;BRADYCARDIA;BRADY
204000;510.80;510.49;BRADYCARDIA;BRADY
206000;512.87;512.55;BRADYCARDIA;BRADY
208000;512.43;512.11;BRADYCARDIA;BRADY
210000;512.96;512.63;BRADYCARDIA;BRADY
212000;512.81;512.48;BRADYCARDIA;BRADY
214000;512.57;512.24;BRADYCARDIA;BRADY
216000;511.54;511.20;BRADYCARDIA;BRADY
218000;512.91;512.57;BRADYCARDIA;BRADY
220000;512.22;511.88;BRADYCARDIA;BRADY
222000;511.98;511.64;BRADYCARDIA;BRADY
224000;513.40;513.05;BRADYCARDIA;BRADY
226000;512.02;511.67;BRADYCARDIA;BRADY
228000;513.50;513.15;BRADYCARDIA;BRADY
230000;513.01;512.66;BRADYCARDIA;BRADY
232000;513.62;513.27;BRADYCARDIA;BRADY
234000;512.70;512.34;BRADYCARDIA;BRADY
